MonsoonOP	WarehouseLocator	Quantity	SKU
d	W  -B-L -010-001-128	1	mon0000472131
d	W  -B-L -010-001-141	1	mon0000790936
d	W  -B-L -010-001-142	1	mon0001095429
d	W  -B-L -010-001-166	1	mon0001095441
d	W  -B-L -010-001-167	1	mon0001095442
d	W  -B-L -010-001-169	1	mon0001095444
d	W  -B-L -010-001-193	1	mon0001095460
d	W  -B-L -010-001-230	1	mon0001095483
d	W  -B-L -010-001-244	1	mon0000472131
d	W  -B-L -010-001-253	1	mon0000808235
d	W  -B-L -010-001-281	1	mon0001095523
d	W  -B-L -010-001-298	1	mon0001095551
d	W  -B-L -010-001-330	1	mon0001081346
d	W  -B-L -010-001-336	1	mon0000876787
d	W  -B-L -010-001-371	1	mon0001095602
d	W  -B-L -010-001-375	1	mon0001095605
d	W  -B-L -010-001-380	1	mon0001095609
d	W  -B-L -010-001-412	1	mon0000893360
d	W  -B-L -010-001-417	1	mon0000880822
d	W  -B-L -010-001-450	1	mon0001110644
d	W  -B-L -010-001-461	1	mon0000322569
d	W  -B-L -010-001-468	1	mon0000577321
d	W  -B-L -010-001-543	1	mon0001110695
d	W  -B-L -010-001-581	1	mon0001138461
d	W  -B-L -010-001-585	1	mon0001138464
d	W  -B-L -010-001-586	1	mon0001090468
d	W  -B-L -010-001-592	1	mon0001138466
d	W  -B-L -010-001-615	1	mon0001138485
d	W  -B-L -010-001-648	1	mon0000445929
d	W  -B-L -010-001-712	1	mon0001183874
d	W  -B-L -010-001-715	1	mon0001183876
d	W  -B-L -010-001-719	1	mon0000493945
d	W  -B-L -010-001-726	1	mon0001183882
d	W  -B-L -010-001-740	1	mon0001183892
d	W  -B-L -010-001-742	1	mon0001183894
d	W  -B-L -010-001-754	1	mon0001183899
d	W  -B-L -010-001-760	1	mon0000340492
d	W  -B-L -010-001-763	1	mon0000565010
d	W  -B-L -010-001-770	1	mon0000779363
d	W  -B-L -010-001-771	1	mon0000323722
d	W  -B-L -010-001-782	1	mon0000413899
d	W  -B-L -010-001-807	1	mon0000638156
d	W  -B-L -010-001-810	1	mon0001200279
d	W  -B-L -010-001-816	1	mon0001200282
d	W  -B-L -010-001-824	1	mon0001200287
d	W  -B-L -010-001-828	1	mon0001200291
d	W  -B-L -010-001-849	1	mon0001174598
d	W  -B-L -011-001-141	1	mon0000525614
d	W  -B-L -011-001-157	1	mon0000810837
d	W  -B-L -011-001-163	1	mon0000944830
d	W  -B-L -011-001-165	1	mon0001091052
d	W  -B-L -011-001-167	1	mon0001094694
d	W  -B-L -011-001-241	1	mon0001094725
d	W  -B-L -011-001-242	1	mon0001094726
d	W  -B-L -011-001-243	1	mon0001094726
d	W  -B-L -011-001-244	1	mon0001094727
d	W  -B-L -011-001-378	1	mon0000867667
d	W  -B-L -011-001-445	1	mon0000309638
d	W  -B-L -011-001-564	1	mon0001110630
d	W  -B-L -011-001-566	1	mon0000342781
d	W  -B-L -011-001-569	1	mon0001109854
d	W  -B-L -011-001-601	1	mon0001138361
d	W  -B-L -011-001-602	1	mon0001138362
d	W  -B-L -011-001-617	1	mon0001138375
d	W  -B-L -011-001-623	1	mon0001138380
d	W  -B-L -011-001-674	1	mon0000309267
d	W  -B-L -011-001-706	1	mon0001167388
d	W  -B-L -011-001-727	1	mon0000391749
d	W  -B-L -011-001-728	1	mon0000391749
d	W  -B-L -011-001-729	1	mon0000393036
d	W  -B-L -011-001-730	1	mon0000393036
d	W  -B-L -011-001-732	1	mon0000313447
d	W  -B-L -011-001-741	1	mon0001167414
d	W  -B-L -011-001-750	1	mon0000368209
d	W  -B-L -011-001-760	1	mon0000397465
d	W  -B-L -011-001-767	1	mon0001191182
d	W  -B-L -011-001-775	1	mon0001191187
d	W  -B-L -011-001-785	1	mon0000654425
d	W  -B-L -011-001-788	1	mon0001191195
d	W  -B-L -011-001-809	1	mon0000587754
d	W  -B-L -011-001-811	1	mon0000395441
d	W  -B-L -011-001-824	1	mon0001191213
d	W  -B-L -011-001-826	1	mon0001191214
d	W  -B-L -011-001-835	1	mon0000301986
d	W  -B-L -011-001-839	1	mon0000463963
d	W  -B-L -011-001-848	1	mon0000938331
d	W  -B-L -012-001-5	1	mon0000443045
d	W  -B-L -012-001-22	1	mon0001092681
d	W  -B-L -012-001-24	1	mon0001092682
d	W  -B-L -012-001-53	1	mon0000974867
d	W  -B-L -012-001-55	1	mon0001092702
d	W  -B-L -012-001-88	1	mon0001092739
d	W  -B-L -012-001-111	1	mon0001092758
d	W  -B-L -012-001-116	1	mon0001092763
d	W  -B-L -012-001-135	1	mon0001092774
d	W  -B-L -012-001-145	1	mon0001092784
d	W  -B-L -012-001-467	1	mon0000397072
d	W  -B-L -012-001-473	1	mon0000491934
d	W  -B-L -012-001-482	1	mon0000536374
d	W  -B-L -012-001-488	1	mon0000353928
d	W  -B-L -012-001-500	1	mon0001011736
d	W  -B-L -012-001-501	1	mon0001011736
d	W  -B-L -012-001-502	1	mon0001011736
d	W  -B-L -012-001-503	1	mon0001011736
d	W  -B-L -012-001-504	1	mon0001011736
d	W  -B-L -012-001-505	1	mon0001011736
d	W  -B-L -012-001-506	1	mon0001011736
d	W  -B-L -012-001-553	1	mon0001110405
d	W  -B-L -012-001-569	1	mon0000347560
d	W  -B-L -012-001-571	1	mon0000472131
d	W  -B-L -012-001-575	1	mon0001110416
d	W  -B-L -012-001-615	1	mon0001138278
d	W  -B-L -012-001-616	1	mon0001138279
d	W  -B-L -012-001-630	1	mon0001138290
d	W  -B-L -012-001-733	1	mon0001138339
d	W  -B-L -012-001-744	1	mon0001174614
d	W  -B-L -012-001-746	1	mon0000531944
d	W  -B-L -012-001-760	1	mon0001174623
d	W  -B-L -012-001-791	1	mon0001174643
d	W  -B-L -012-001-792	1	mon0001064443
d	W  -B-L -012-001-803	1	mon0000344639
d	W  -B-L -012-001-846	1	mon0001051322
d	W  -B-L -012-001-876	1	mon0000318019
d	W  -B-L -012-001-877	1	mon0000368565
d	W  -B-L -012-001-886	1	mon0001174356
d	W  -B-L -012-001-895	1	mon0000432333
d	W  -B-L -012-001-902	1	mon0001174701
d	W  -B-L -012-001-923	1	mon0000346852
d	W  -B-L -012-001-942	1	mon0000408121
d	W  -B-L -012-001-945	1	mon0001155470
d	W  -B-L -012-001-952	1	mon0001191392
d	W  -B-L -012-001-959	1	mon0000337817
d	W  -B-L -012-001-966	1	mon0001191398
d	W  -B-L -012-001-967	1	mon0001191399
d	W  -B-L -012-001-968	1	mon0001049021
d	W  -B-L -012-001-987	1	mon0001141200
d	W  -B-L -012-001-991	1	mon0000350529
d	W  -B-L -012-001-994	1	mon0001155432
d	W  -B-L -012-001-995	1	mon0001191408
d	W  -B-L -012-001-1004	1	mon0001215353
d	W  -B-L -012-001-1008	1	mon0001215356
d	W  -B-L -012-001-1009	1	mon0001215357
d	W  -B-L -012-001-1018	1	mon0001215360
d	W  -B-L -012-001-1024	1	mon0001215364
d	W  -B-L -012-001-1028	1	mon0001163702
d	W  -B-L -012-001-1029	1	mon0000304313
d	W  -B-L -012-001-1031	1	mon0001215371
d	W  -B-L -012-001-1036	1	mon0000701795
d	W  -B-L -012-001-1046	1	mon0001215379
d	W  -B-L -012-001-1048	1	mon0001186394
d	W  -B-L -012-001-1052	1	mon0001054014
d	W  -B-L -012-001-1061	1	mon0000307409
d	W  -B-L -012-001-1081	1	mon0001215393
d	W  -B-L -012-001-1097	1	mon0000382036
d	W  -B-N -001-001-7	1	mon0001163718
d	W  -B-N -001-001-13	1	mon0001163718
d	W  -B-N -001-001-34	1	mon0001189609
d	W  -B-N -001-001-38	1	mon0001189622
d	W  -B-N -001-001-44	1	mon0001189609
d	W  -B-N -001-001-53	1	mon0000391749
d	W  -B-N -001-001-55	1	mon0001189629
d	W  -B-N -001-001-59	1	mon0001189632
d	W  -B-N -001-001-66	1	mon0000764841
d	W  -B-N -001-001-71	1	mon0000392027
d	W  -B-N -001-001-72	1	mon0000303645
d	W  -B-N -001-001-75	1	mon0001189654
d	W  -B-N -001-001-77	1	mon0001189656
d	W  -B-N -001-001-81	1	mon0001189659
d	W  -B-N -001-001-84	1	mon0000574850
d	W  -B-N -001-001-90	1	mon0001189663
d	W  -B-N -001-001-92	1	mon0001132020
d	W  -B-N -001-001-95	1	mon0001189665
d	W  -B-N -001-001-110	1	mon0000444730
d	W  -B-N -001-001-126	1	mon0001189681
d	W  -B-N -001-001-129	1	mon0001189683
d	W  -B-N -001-001-149	1	mon0001189691
d	W  -B-N -001-001-182	1	mon0001069346
d	W  -B-N -001-001-185	1	mon0001189705
d	W  -B-N -001-001-220	1	mon0000434226
d	W  -B-N -001-001-223	1	mon0001189715
d	W  -B-N -001-001-237	1	mon0000315493
d	W  -B-N -001-001-239	1	mon0001189719
d	W  -B-N -001-001-242	1	mon0001189720
d	W  -B-N -001-001-250	1	mon0000432919
d	W  -B-N -001-001-256	1	mon0000351491
d	W  -B-N -001-001-263	1	mon0001189729
d	W  -B-N -001-001-291	1	mon0001189750
d	W  -B-N -001-001-295	1	mon0000878474
d	W  -B-N -001-001-305	1	mon0001189754
d	W  -B-N -001-001-309	1	mon0001189762
d	W  -B-N -001-001-316	1	mon0001181193
d	W  -B-N -001-001-319	1	mon0001189765
d	W  -B-N -001-001-320	1	mon0001189766
d	W  -B-N -001-001-325	1	mon0001189769
d	W  -B-N -001-001-337	1	mon0001189775
d	W  -B-N -001-001-344	1	mon0000342781
d	W  -B-N -001-001-361	1	mon0001189785
d	W  -B-N -001-001-378	1	mon0001189793
d	W  -B-N -001-001-385	1	mon0000508714
d	W  -B-N -001-001-403	1	mon0000646596
d	W  -B-N -001-001-405	1	mon0001189803
d	W  -B-N -001-001-412	1	mon0001189806
d	W  -B-N -001-001-417	1	mon0001189808
d	W  -B-N -001-001-419	1	mon0001189809
d	W  -B-N -001-001-434	1	mon0000713748
d	W  -B-N -001-001-439	1	mon0000352222
d	W  -B-N -001-001-449	1	mon0000571863
d	W  -B-N -001-001-467	1	mon0001203764
d	W  -B-N -001-001-469	1	mon0001203766
d	W  -B-N -001-001-477	1	mon0001203769
d	W  -B-N -001-001-478	1	mon0001197482
d	W  -B-N -001-001-481	1	mon0000347074
d	W  -B-N -001-001-489	1	mon0001203775
d	W  -B-N -001-001-495	1	mon0000395563
d	W  -B-N -001-001-500	1	mon0001203782
d	W  -B-N -001-001-505	1	mon0001203785
d	W  -B-N -001-001-507	1	mon0000328923
d	W  -B-N -001-001-526	1	mon0001203794
d	W  -B-N -001-001-527	1	mon0001201938
d	W  -B-N -001-001-533	1	mon0001214752
d	W  -B-N -001-001-539	1	mon0000812424
d	W  -B-N -001-001-549	1	mon0000589379
d	W  -B-N -001-001-562	1	mon0000399588
d	W  -B-N -001-001-565	1	mon0000474155
d	W  -B-N -001-001-576	1	mon0000348312
d	W  -B-N -002-001-2	1	mon0001162029
d	W  -B-N -002-001-4	1	mon0000435497
d	W  -B-N -002-001-9	1	mon0000790017
d	W  -B-N -002-001-14	1	mon0001189853
d	W  -B-N -002-001-18	1	mon0000790147
d	W  -B-N -002-001-24	1	mon0001189858
d	W  -B-N -002-001-28	1	mon0001189862
d	W  -B-N -002-001-37	1	mon0001189871
d	W  -B-N -002-001-39	1	mon0001189873
d	W  -B-N -002-001-40	1	mon0001189874
d	W  -B-N -002-001-49	1	mon0001189879
d	W  -B-N -002-001-50	1	mon0000313447
d	W  -B-N -002-001-55	1	mon0001041715
d	W  -B-N -002-001-67	1	mon0001189884
d	W  -B-N -002-001-80	1	mon0001189893
d	W  -B-N -002-001-85	1	mon0001144025
d	W  -B-N -002-001-91	1	mon0000401214
d	W  -B-N -002-001-122	1	mon0001144024
d	W  -B-N -002-001-136	1	mon0001189904
d	W  -B-N -002-001-151	1	mon0001189936
d	W  -B-N -002-001-154	1	mon0001189938
d	W  -B-N -002-001-158	1	mon0001189940
d	W  -B-N -002-001-181	1	mon0001189950
d	W  -B-N -002-001-183	1	mon0001087102
d	W  -B-N -002-001-185	1	mon0001130389
d	W  -B-N -002-001-187	1	mon0001130389
d	W  -B-N -002-001-189	1	mon0001189952
d	W  -B-N -002-001-191	1	mon0000438451
d	W  -B-N -002-001-195	1	mon0001189955
d	W  -B-N -002-001-200	1	mon0001189959
d	W  -B-N -002-001-213	1	mon0000829755
d	W  -B-N -002-001-215	1	mon0001189964
d	W  -B-N -002-001-216	1	mon0000487908
d	W  -B-N -002-001-249	1	mon0000900829
d	W  -B-N -002-001-262	1	mon0001189984
d	W  -B-N -002-001-278	1	mon0001190003
d	W  -B-N -002-001-287	1	mon0001190010
d	W  -B-N -002-001-288	1	mon0001190011
d	W  -B-N -002-001-289	1	mon0001190012
d	W  -B-N -002-001-305	1	mon0000444220
d	W  -B-N -002-001-306	1	mon0000368596
d	W  -B-N -002-001-310	1	mon0000836439
d	W  -B-N -002-001-344	1	mon0000776300
d	W  -B-N -002-001-356	1	mon0000659714
d	W  -B-N -002-001-369	1	mon0001190049
d	W  -B-N -002-001-380	1	mon0001131329
d	W  -B-N -002-001-388	1	mon0001190061
d	W  -B-N -002-001-391	1	mon0000307015
d	W  -B-N -002-001-396	1	mon0001190064
d	W  -B-N -002-001-398	1	mon0000366763
d	W  -B-N -002-001-464	1	mon0001198298
d	W  -B-N -002-001-503	1	mon0001198326
d	W  -B-N -002-001-506	1	mon0000907343
d	W  -B-N -002-001-520	1	mon0001090648
d	W  -B-N -002-001-521	1	mon0001203293
d	W  -B-N -002-001-524	1	mon0000145304
d	W  -B-N -002-001-548	1	mon0001126166
d	W  -B-N -002-001-556	1	mon0001203315
d	W  -B-N -002-001-557	1	mon0001203316
d	W  -B-N -003-001-7	1	mon0001213905
d	W  -B-N -003-001-12	1	mon0001213907
d	W  -B-N -003-001-22	1	mon0001213913
d	W  -B-N -003-001-35	1	mon0000752052
d	W  -B-N -003-001-39	1	mon0001213921
d	W  -B-N -003-001-48	1	mon0001213928
d	W  -B-N -003-001-49	1	mon0001213929
d	W  -B-N -003-001-59	1	mon0001213946
d	W  -B-N -003-001-69	1	mon0001213950
d	W  -B-N -003-001-75	1	mon0001213952
d	W  -B-N -003-001-79	1	mon0001213956
d	W  -B-N -003-001-84	1	mon0001213960
d	W  -B-N -003-001-100	1	mon0001213969
d	W  -B-N -003-001-105	1	mon0001213971
d	W  -B-N -003-001-106	1	mon0001213972
d	W  -B-N -003-001-111	1	mon0000509758
d	W  -B-N -003-001-130	1	mon0001213981
d	W  -B-N -003-001-157	1	mon0001214021
d	W  -B-N -003-001-168	1	mon0001188537
d	W  -B-N -003-001-171	1	mon0001214024
d	W  -B-N -003-001-177	1	mon0001214028
d	W  -B-N -003-001-184	1	mon0000343555
d	W  -B-N -003-001-195	1	mon0001214034
d	W  -B-N -003-001-197	1	mon0000486694
d	W  -B-N -003-001-200	1	mon0000326734
d	W  -B-N -003-001-211	1	mon0000907623
d	W  -B-N -003-001-226	1	mon0001214048
d	W  -B-N -003-001-232	1	mon0001214051
d	W  -B-N -003-001-242	1	mon0000299997
d	W  -B-N -003-001-244	1	mon0001126166
d	W  -B-N -003-001-246	1	mon0001214057
d	W  -B-N -003-001-255	1	mon0001214066
d	W  -B-N -003-001-256	1	mon0001214067
d	W  -B-N -003-001-258	1	mon0000739186
d	W  -B-N -003-001-262	1	mon0001214069
d	W  -B-N -003-001-274	1	mon0000402744
d	W  -B-N -003-001-276	1	mon0000304313
d	W  -B-N -003-001-280	1	mon0001214074
d	W  -B-N -003-001-284	1	mon0000743219
d	W  -B-N -003-001-306	1	mon0001214081
d	W  -B-N -003-001-319	1	mon0001214092
d	W  -B-N -003-001-323	1	mon0001214095
d	W  -B-N -003-001-326	1	mon0001214096
d	W  -B-N -003-001-333	1	mon0000342068
d	W  -B-N -003-001-335	1	mon0001214101
d	W  -B-N -003-001-337	1	mon0001214103
d	W  -B-N -003-001-338	1	mon0000412029
d	W  -B-N -003-001-341	1	mon0000453807
d	W  -B-N -003-001-344	1	mon0000796471
d	W  -B-N -003-001-351	1	mon0000364703
d	W  -B-N -003-001-362	1	mon0000790147
d	W  -B-N -003-001-366	1	mon0000511923
d	W  -B-N -003-001-371	1	mon0001214122
d	W  -B-N -003-001-374	1	mon0001214125
d	W  -B-N -003-001-380	1	mon0001214127
d	W  -B-N -003-001-394	1	mon0000612716
d	W  -B-N -003-001-399	1	mon0000416022
d	W  -B-N -003-001-401	1	mon0000323722
d	W  -B-N -003-001-405	1	mon0001214135
d	W  -B-N -003-001-440	1	mon0001214150
d	W  -B-N -003-001-455	1	mon0001209563
d	W  -B-N -003-001-460	1	mon0000405385
d	W  -B-N -003-001-471	1	mon0000852888
d	W  -B-N -003-001-492	1	mon0001222706
d	W  -B-N -003-001-500	1	mon0001222713
d	W  -B-N -003-001-507	1	mon0001222719
d	W  -B-N -003-001-510	1	mon0001222720
d	W  -B-N -003-001-515	1	mon0001222723
d	W  -B-N -003-001-518	1	mon0001222725
d	W  -B-N -003-001-527	1	mon0001222728
d	W  -B-N -003-001-529	1	mon0001222730
d	W  -B-N -003-001-532	1	mon0000348180
d	W  -B-N -004-001-3	1	mon0000675411
d	W  -B-N -004-001-10	1	mon0000382676
d	W  -B-N -004-001-13	1	mon0001219636
d	W  -B-N -004-001-17	1	mon0000493537
d	W  -B-N -004-001-18	1	mon0001219638
d	W  -B-N -004-001-25	1	mon0001219643
d	W  -B-N -004-001-37	1	mon0001080877
d	W  -B-N -004-001-43	1	mon0001219653
d	W  -B-N -004-001-61	1	mon0000661624
d	W  -B-N -004-001-67	1	mon0000354462
d	W  -B-N -004-001-70	1	mon0001219662
d	W  -B-N -004-001-80	1	mon0001175532
d	W  -B-N -004-001-83	1	mon0001219671
d	W  -B-N -004-001-90	1	mon0001219675
d	W  -B-N -004-001-91	1	mon0000776318
d	W  -B-N -004-001-103	1	mon0001219692
d	W  -B-N -004-001-113	1	mon0001162082
d	W  -B-N -004-001-114	1	mon0001219700
d	W  -B-N -004-001-118	1	mon0000406231
d	W  -B-N -004-001-127	1	mon0001219725
d	W  -B-N -004-001-131	1	mon0001219726
d	W  -B-N -004-001-136	1	mon0000309789
d	W  -B-N -004-001-156	1	mon0001219736
d	W  -B-N -004-001-161	1	mon0000822335
d	W  -B-N -004-001-165	1	mon0001219742
d	W  -B-N -004-001-170	1	mon0001109586
d	W  -B-N -004-001-185	1	mon0000452034
d	W  -B-N -004-001-187	1	mon0001219752
d	W  -B-N -004-001-190	1	mon0001219754
d	W  -B-N -004-001-196	1	mon0001207011
d	W  -B-N -004-001-198	1	mon0001219758
d	W  -B-N -004-001-240	1	mon0001219777
d	W  -B-N -004-001-247	1	mon0001219782
d	W  -B-N -004-001-249	1	mon0000640398
d	W  -B-N -004-001-250	1	mon0001219783
d	W  -B-N -004-001-256	1	mon0001219791
d	W  -B-N -004-001-262	1	mon0000391744
d	W  -B-N -004-001-273	1	mon0001219804
d	W  -B-N -004-001-283	1	mon0000587041
d	W  -B-N -004-001-289	1	mon0000420257
d	W  -B-N -004-001-296	1	mon0001219813
d	W  -B-N -004-001-299	1	mon0000384857
d	W  -B-N -004-001-307	1	mon0001093499
d	W  -B-N -004-001-315	1	mon0001147557
d	W  -B-N -004-001-316	1	mon0001219821
d	W  -B-N -004-001-318	1	mon0001219823
d	W  -B-N -004-001-328	1	mon0001219829
d	W  -B-N -004-001-331	1	mon0001219830
d	W  -B-N -004-001-332	1	mon0001219831
d	W  -B-N -004-001-344	1	mon0001219838
d	W  -B-N -004-001-350	1	mon0001219839
d	W  -B-N -004-001-351	1	mon0001219840
d	W  -B-N -004-001-356	1	mon0001145858
d	W  -B-N -004-001-357	1	mon0001180734
d	W  -B-N -004-001-360	1	mon0001219844
d	W  -B-N -004-001-364	1	mon0001219846
d	W  -B-N -004-001-369	1	mon0001219850
d	W  -B-N -004-001-373	1	mon0001219854
d	W  -B-N -004-001-385	1	mon0001219862
d	W  -B-N -004-001-392	1	mon0001219867
d	W  -B-N -004-001-395	1	mon0001150417
d	W  -B-N -004-001-416	1	mon0000323213
d	W  -B-N -004-001-423	1	mon0000346919
d	W  -B-N -004-001-432	1	mon0001219874
d	W  -B-N -004-001-444	1	mon0000509344
d	W  -B-N -004-001-445	1	mon0000367700
d	W  -B-N -004-001-446	1	mon0000483427
d	W  -B-N -004-001-458	1	mon0001219881
d	W  -B-N -004-001-459	1	mon0001219881
d	W  -B-N -004-001-470	1	mon0000502576
d	W  -B-N -004-001-476	1	mon0000367700
d	W  -B-N -004-001-486	1	mon0001219888
d	W  -B-N -004-001-499	1	mon0001053376
d	W  -B-N -004-001-516	1	mon0000377641
d	W  -B-N -004-001-519	1	mon0001228233
d	W  -B-N -004-001-534	1	mon0001228239
d	W  -B-N -004-001-539	1	mon0001228241
d	W  -B-N -004-001-541	1	mon0001082710
d	W  -B-N -004-001-546	1	mon0001228244
d	W  -B-N -004-001-551	1	mon0001228246
d	W  -B-N -004-001-552	1	mon0001228247
d	W  -B-N -004-001-553	1	mon0001228248
d	W  -B-N -004-001-562	1	mon0001228250
d	W  -B-N -004-001-566	1	mon0001228252
d	W  -B-N -004-001-579	1	mon0001204694
d	W  -B-N -004-001-591	1	mon0001220095
d	W  -B-N -004-001-592	1	mon0001220095
d	W  -B-N -004-001-594	1	mon0001228264
d	W  -B-N -004-001-596	1	mon0000306732
d	W  -B-N -004-001-600	1	mon0001228267
d	W  -B-N -005-001-5	1	mon0000551861
d	W  -B-N -005-001-8	1	mon0000346919
d	W  -B-N -005-001-11	1	mon0000978795
d	W  -B-N -005-001-12	1	mon0001221782
d	W  -B-N -005-001-14	1	mon0000309732
d	W  -B-N -005-001-17	1	mon0001221784
d	W  -B-N -005-001-19	1	mon0001221786
d	W  -B-N -005-001-25	1	mon0000838882
d	W  -B-N -005-001-33	1	mon0001221792
d	W  -B-N -005-001-34	1	mon0001221793
d	W  -B-N -005-001-35	1	mon0001221794
d	W  -B-N -005-001-38	1	mon0001221796
d	W  -B-N -005-001-45	1	mon0001221800
d	W  -B-N -005-001-51	1	mon0001221805
d	W  -B-N -005-001-52	1	mon0001221806
d	W  -B-N -005-001-55	1	mon0000719664
d	W  -B-N -005-001-59	1	mon0001220016
d	W  -B-N -005-001-60	1	mon0000367197
d	W  -B-N -005-001-61	1	mon0001221809
d	W  -B-N -005-001-69	1	mon0001221814
d	W  -B-N -005-001-87	1	mon0001221832
d	W  -B-N -005-001-96	1	mon0001201571
d	W  -B-N -005-001-100	1	mon0001221838
d	W  -B-N -005-001-107	1	mon0000309312
d	W  -B-N -005-001-111	1	mon0000351934
d	W  -B-N -005-001-112	1	mon0000351934
d	W  -B-N -005-001-116	1	mon0001221853
d	W  -B-N -005-001-120	1	mon0001221861
d	W  -B-N -005-001-135	1	mon0000402552
d	W  -B-N -005-001-140	1	mon0000446420
d	W  -B-N -005-001-141	1	mon0000289367
d	W  -B-N -005-001-154	1	mon0000647211
d	W  -B-N -005-001-161	1	mon0001221875
d	W  -B-N -005-001-162	1	mon0001221875
d	W  -B-N -005-001-163	1	mon0001221875
d	W  -B-N -005-001-164	1	mon0001221875
d	W  -B-N -005-001-167	1	mon0001221876
d	W  -B-N -005-001-169	1	mon0000818362
d	W  -B-N -005-001-174	1	mon0000380272
d	W  -B-N -005-001-177	1	mon0000735349
d	W  -B-N -005-001-180	1	mon0000978795
d	W  -B-N -005-001-198	1	mon0000387012
d	W  -B-N -005-001-201	1	mon0001212895
d	W  -B-N -005-001-208	1	mon0000418388
d	W  -B-N -005-001-217	1	mon0000399720
d	W  -B-N -005-001-224	1	mon0000413904
d	W  -B-N -005-001-230	1	mon0001221886
d	W  -B-N -005-001-233	1	mon0001221887
d	W  -B-N -005-001-236	1	mon0001162653
d	W  -B-N -005-001-237	1	mon0001221891
d	W  -B-N -005-001-245	1	mon0000326334
d	W  -B-N -005-001-246	1	mon0001221893
d	W  -B-N -005-001-252	1	mon0001194658
d	W  -B-N -005-001-255	1	mon0001013315
d	W  -B-N -005-001-257	1	mon0001221898
d	W  -B-N -005-001-274	1	mon0001221905
d	W  -B-N -005-001-275	1	mon0001221906
d	W  -B-N -005-001-276	1	mon0000290319
d	W  -B-N -005-001-277	1	mon0001221907
d	W  -B-N -005-001-278	1	mon0001221908
d	W  -B-N -005-001-307	1	mon0001222062
d	W  -B-N -005-001-308	1	mon0001222063
d	W  -B-N -005-001-309	1	mon0001222064
d	W  -B-N -005-001-310	1	mon0001222065
d	W  -B-N -005-001-311	1	mon0001222066
d	W  -B-N -005-001-326	1	mon0001222073
d	W  -B-N -005-001-331	1	mon0001222075
d	W  -B-N -005-001-338	1	mon0001222078
d	W  -B-N -005-001-348	1	mon0001152247
d	W  -B-N -005-001-351	1	mon0000699939
d	W  -B-N -005-001-352	1	mon0001222082
d	W  -B-N -005-001-361	1	mon0000850146
d	W  -B-N -005-001-372	1	mon0001222101
d	W  -B-N -005-001-374	1	mon0001066423
d	W  -B-N -005-001-375	1	mon0001222103
d	W  -B-N -005-001-378	1	mon0000304313
d	W  -B-N -005-001-380	1	mon0001222106
d	W  -B-N -005-001-384	1	mon0001222110
d	W  -B-N -005-001-386	1	mon0000748565
d	W  -B-N -005-001-390	1	mon0001125865
d	W  -B-N -005-001-406	1	mon0001201697
d	W  -B-N -005-001-410	1	mon0001222121
d	W  -B-N -005-001-423	1	mon0001222127
d	W  -B-N -005-001-424	1	mon0001222128
d	W  -B-N -005-001-436	1	mon0001222133
d	W  -B-N -005-001-443	1	mon0000478952
d	W  -B-N -006-001-70	1	mon0001225240
d	W  -B-N -006-001-71	1	mon0001225241
d	W  -B-N -006-001-86	1	mon0001090429
d	W  -B-N -006-001-87	1	mon0001225247
d	W  -B-N -006-001-88	1	mon0001082134
d	W  -B-N -006-001-102	1	mon0000840060
d	W  -B-N -006-001-110	1	mon0001225255
d	W  -B-N -006-001-113	1	mon0001225256
d	W  -B-N -006-001-116	1	mon0001225258
d	W  -B-N -006-001-117	1	mon0001225259
d	W  -B-N -006-001-121	1	mon0000398406
d	W  -B-N -006-001-123	1	mon0001225261
d	W  -B-N -006-001-131	1	mon0001191243
d	W  -B-N -006-001-133	1	mon0001225265
d	W  -B-N -006-001-140	1	mon0001225266
d	W  -B-N -006-001-157	1	mon0001225276
d	W  -B-N -006-001-158	1	mon0001225277
d	W  -B-N -006-001-159	1	mon0001225278
d	W  -B-N -006-001-161	1	mon0001225279
d	W  -B-N -006-001-168	1	mon0001225283
d	W  -B-N -006-001-172	1	mon0000764841
d	W  -B-N -006-001-173	1	mon0000448593
d	W  -B-N -006-001-174	1	mon0000616175
d	W  -B-N -006-001-176	1	mon0001190064
d	W  -B-N -006-001-178	1	mon0001225286
d	W  -B-N -006-001-194	1	mon0001127195
d	W  -B-N -006-001-200	1	mon0000309697
d	W  -B-N -006-001-222	1	mon0001168344
d	W  -B-N -006-001-225	1	mon0001225304
d	W  -B-N -006-001-237	1	mon0001225311
d	W  -B-N -006-001-242	1	mon0001225314
d	W  -B-N -006-001-243	1	mon0001225315
d	W  -B-N -006-001-247	1	mon0001225317
d	W  -B-N -006-001-250	1	mon0000769960
d	W  -B-N -006-001-253	1	mon0001225332
d	W  -B-N -006-001-265	1	mon0000498997
d	W  -B-N -006-001-270	1	mon0001225341
d	W  -B-N -006-001-271	1	mon0001225342
d	W  -B-N -006-001-272	1	mon0000538858
d	W  -B-N -006-001-273	1	mon0001107121
d	W  -B-N -006-001-277	1	mon0001225345
d	W  -B-N -006-001-279	1	mon0001225347
d	W  -B-N -006-001-280	1	mon0001225348
d	W  -B-N -006-001-284	1	mon0001225349
d	W  -B-N -006-001-298	1	mon0001163553
d	W  -B-N -006-001-306	1	mon0000322581
d	W  -B-N -006-001-317	1	mon0000314171
d	W  -B-N -006-001-323	1	mon0001190196
d	W  -B-N -006-001-326	1	mon0000498603
